"","observation","year","Extent","Ave","future","future_ozone_plus","future_ozone_minus","future=","ozone+","ozone-"
"66",66,1985,12.22132,12.02,NA,NA,NA,NA,NA,NA
"67",67,1985,9.74236,NA,NA,NA,NA,NA,NA,NA
"68",68,1985,7.40112,NA,NA,NA,NA,NA,NA,NA
"69",69,1985,6.7,NA,NA,NA,NA,NA,NA,NA
"70",70,1985,8.55296,NA,NA,NA,NA,NA,NA,NA
"71",71,1985,11.0194,NA,NA,NA,NA,NA,NA,NA
"72",72,1985,13.04764,NA,NA,NA,NA,NA,NA,NA
"73",73,1986,14.88808,NA,NA,NA,NA,NA,NA,NA
"74",74,1986,15.777,NA,NA,NA,NA,NA,NA,NA
"75",75,1986,15.91472,NA,NA,NA,NA,NA,NA,NA
"76",76,1986,15.06336,NA,NA,NA,NA,NA,NA,NA
"77",77,1986,13.38568,NA,NA,NA,NA,NA,NA,NA
"78",78,1986,11.98344,12.23,NA,NA,NA,NA,NA,NA
"79",79,1986,10.15552,NA,NA,NA,NA,NA,NA,NA
"80",80,1986,7.97704,NA,NA,NA,NA,NA,NA,NA
"81",81,1986,7.41364,NA,NA,NA,NA,NA,NA,NA
"82",82,1986,9.47944,NA,NA,NA,NA,NA,NA,NA
"83",83,1986,11.44508,NA,NA,NA,NA,NA,NA,NA
"84",84,1986,13.22292,NA,NA,NA,NA,NA,NA,NA
"85",85,1987,14.97572,NA,NA,NA,NA,NA,NA,NA
"86",86,1987,16.05244,NA,NA,NA,NA,NA,NA,NA
"87",87,1987,15.81456,NA,NA,NA,NA,NA,NA,NA
"88",88,1987,15.2136,NA,NA,NA,NA,NA,NA,NA
"89",89,1987,13.73624,NA,NA,NA,NA,NA,NA,NA
"90",90,1987,12.48424,12.2,NA,NA,NA,NA,NA,NA
"91",91,1987,10.3308,NA,NA,NA,NA,NA,NA,NA
"92",92,1987,7.62648,NA,NA,NA,NA,NA,NA,NA
"93",93,1987,7.27592,NA,NA,NA,NA,NA,NA,NA
"94",94,1987,9.05376,NA,NA,NA,NA,NA,NA,NA
"95",95,1987,11.21972,NA,NA,NA,NA,NA,NA,NA
"96",96,1987,12.67204,NA,NA,NA,NA,NA,NA,NA
"97",97,1988,14.12436,NA,NA,NA,NA,NA,NA,NA
"98",98,1988,15.57668,NA,NA,NA,NA,NA,NA,NA
"99",99,1988,15.9648,NA,NA,NA,NA,NA,NA,NA
"100",100,1988,15.12596,NA,NA,NA,NA,NA,NA,NA
"101",101,1988,13.56096,NA,NA,NA,NA,NA,NA,NA
"102",102,1988,11.94588,12.12,NA,NA,NA,NA,NA,NA
"103",103,1988,9.80496,NA,NA,NA,NA,NA,NA,NA
"104",104,1988,7.8894,NA,NA,NA,NA,NA,NA,NA
"105",105,1988,7.37608,NA,NA,NA,NA,NA,NA,NA
"106",106,1988,9.12888,NA,NA,NA,NA,NA,NA,NA
"107",107,1988,11.3324,NA,NA,NA,NA,NA,NA,NA
"108",108,1988,13.63608,NA,NA,NA,NA,NA,NA,NA
"109",109,1989,14.95068,NA,NA,NA,NA,NA,NA,NA
"110",110,1989,15.50156,NA,NA,NA,NA,NA,NA,NA
"111",111,1989,15.41392,NA,NA,NA,NA,NA,NA,NA
"112",112,1989,14.32468,NA,NA,NA,NA,NA,NA,NA
"113",113,1989,13.03512,NA,NA,NA,NA,NA,NA,NA
"114",114,1989,12.23384,11.98,NA,NA,NA,NA,NA,NA
"115",115,1989,10.13048,NA,NA,NA,NA,NA,NA,NA
"116",116,1989,7.87688,NA,NA,NA,NA,NA,NA,NA
"117",117,1989,7.013,NA,NA,NA,NA,NA,NA,NA
"118",118,1989,8.8284,NA,NA,NA,NA,NA,NA,NA
"119",119,1989,11.11956,NA,NA,NA,NA,NA,NA,NA
"120",120,1989,13.38568,NA,NA,NA,NA,NA,NA,NA
"121",121,1990,14.7754,NA,NA,NA,NA,NA,NA,NA
"122",122,1990,15.57668,NA,NA,NA,NA,NA,NA,NA
"123",123,1990,15.86464,NA,NA,NA,NA,NA,NA,NA
"124",124,1990,14.6502,NA,NA,NA,NA,NA,NA,NA
"125",125,1990,13.23544,NA,NA,NA,NA,NA,NA,NA
"126",126,1990,11.6454,11.71,NA,NA,NA,NA,NA,NA
"127",127,1990,9.25408,NA,NA,NA,NA,NA,NA,NA
"128",128,1990,6.80016,NA,NA,NA,NA,NA,NA,NA
"129",129,1990,6.1366,NA,NA,NA,NA,NA,NA,NA
"130",130,1990,8.47784,NA,NA,NA,NA,NA,NA,NA
"131",131,1990,11.082,NA,NA,NA,NA,NA,NA,NA
"132",132,1990,13.11024,NA,NA,NA,NA,NA,NA,NA
"133",133,1991,14.36224,NA,NA,NA,NA,NA,NA,NA
"134",134,1991,15.25116,NA,NA,NA,NA,NA,NA,NA
"135",135,1991,15.41392,NA,NA,NA,NA,NA,NA,NA
"136",136,1991,14.86304,NA,NA,NA,NA,NA,NA,NA
"137",137,1991,13.47332,NA,NA,NA,NA,NA,NA,NA
"138",138,1991,12.10864,11.77,NA,NA,NA,NA,NA,NA
"139",139,1991,9.50448,NA,NA,NA,NA,NA,NA,NA
"140",140,1991,7.42616,NA,NA,NA,NA,NA,NA,NA
"141",141,1991,6.47464,NA,NA,NA,NA,NA,NA,NA
"142",142,1991,8.54044,NA,NA,NA,NA,NA,NA,NA
"143",143,1991,10.88168,NA,NA,NA,NA,NA,NA,NA
"144",144,1991,12.94748,NA,NA,NA,NA,NA,NA,NA
"145",145,1992,14.63768,NA,NA,NA,NA,NA,NA,NA
"146",146,1992,15.464,NA,NA,NA,NA,NA,NA,NA
"147",147,1992,15.47652,NA,NA,NA,NA,NA,NA,NA
"148",148,1992,14.67524,NA,NA,NA,NA,NA,NA,NA
"149",149,1992,13.22292,NA,NA,NA,NA,NA,NA,NA
"150",150,1992,12.1462,12.12,NA,NA,NA,NA,NA,NA
"151",151,1992,10.31828,NA,NA,NA,NA,NA,NA,NA
"152",152,1992,7.92696,NA,NA,NA,NA,NA,NA,NA
"153",153,1992,7.47624,NA,NA,NA,NA,NA,NA,NA
"154",154,1992,9.31668,NA,NA,NA,NA,NA,NA,NA
"155",155,1992,11.38248,NA,NA,NA,NA,NA,NA,NA
"156",156,1992,13.41072,NA,NA,NA,NA,NA,NA,NA
"157",157,1993,14.9006,NA,NA,NA,NA,NA,NA,NA
"158",158,1993,15.68936,NA,NA,NA,NA,NA,NA,NA
"159",159,1993,15.81456,NA,NA,NA,NA,NA,NA,NA
"160",160,1993,15.07588,NA,NA,NA,NA,NA,NA,NA
"161",161,1993,13.37316,NA,NA,NA,NA,NA,NA,NA
"162",162,1993,11.87076,11.95,NA,NA,NA,NA,NA,NA
"163",163,1993,9.47944,NA,NA,NA,NA,NA,NA,NA
"164",164,1993,7.326,NA,NA,NA,NA,NA,NA,NA
"165",165,1993,6.39952,NA,NA,NA,NA,NA,NA,NA
"166",166,1993,8.79084,NA,NA,NA,NA,NA,NA,NA
"167",167,1993,11.31988,NA,NA,NA,NA,NA,NA,NA
"168",168,1993,13.32308,NA,NA,NA,NA,NA,NA,NA
"169",169,1994,14.72532,NA,NA,NA,NA,NA,NA,NA
"170",170,1994,15.56416,NA,NA,NA,NA,NA,NA,NA
"171",171,1994,15.55164,NA,NA,NA,NA,NA,NA,NA
"172",172,1994,14.88808,NA,NA,NA,NA,NA,NA,NA
"173",173,1994,13.62356,NA,NA,NA,NA,NA,NA,NA
"174",174,1994,12.021,12.03,NA,NA,NA,NA,NA,NA
"175",175,1994,9.93016,NA,NA,NA,NA,NA,NA,NA
"176",176,1994,7.639,NA,NA,NA,NA,NA,NA,NA
"177",177,1994,7.1382,NA,NA,NA,NA,NA,NA,NA
"178",178,1994,8.91604,NA,NA,NA,NA,NA,NA,NA
"179",179,1994,11.11956,NA,NA,NA,NA,NA,NA,NA
"180",180,1994,13.273,NA,NA,NA,NA,NA,NA,NA
"181",181,1995,14.5876,NA,NA,NA,NA,NA,NA,NA
"182",182,1995,15.22612,NA,NA,NA,NA,NA,NA,NA
"183",183,1995,15.26368,NA,NA,NA,NA,NA,NA,NA
"184",184,1995,14.44988,NA,NA,NA,NA,NA,NA,NA
"185",185,1995,12.97252,NA,NA,NA,NA,NA,NA,NA
"186",186,1995,11.44508,11.44,NA,NA,NA,NA,NA,NA
"187",187,1995,8.99116,NA,NA,NA,NA,NA,NA,NA
"188",188,1995,6.73756,NA,NA,NA,NA,NA,NA,NA
"189",189,1995,6.074,NA,NA,NA,NA,NA,NA,NA
"190",190,1995,7.8268,NA,NA,NA,NA,NA,NA,NA
"191",191,1995,10.75648,NA,NA,NA,NA,NA,NA,NA
"192",192,1995,12.92244,NA,NA,NA,NA,NA,NA,NA
"193",193,1996,14.17444,NA,NA,NA,NA,NA,NA,NA
"194",194,1996,15.151,NA,NA,NA,NA,NA,NA,NA
"195",195,1996,15.12596,NA,NA,NA,NA,NA,NA,NA
"196",196,1996,14.22452,NA,NA,NA,NA,NA,NA,NA
"197",197,1996,13.0852,NA,NA,NA,NA,NA,NA,NA
"198",198,1996,12.0836,11.85,NA,NA,NA,NA,NA,NA
"199",199,1996,10.15552,NA,NA,NA,NA,NA,NA,NA
"200",200,1996,8.17736,NA,NA,NA,NA,NA,NA,NA
"201",201,1996,7.5764,NA,NA,NA,NA,NA,NA,NA
"202",202,1996,9.15392,NA,NA,NA,NA,NA,NA,NA
"203",203,1996,10.40592,NA,NA,NA,NA,NA,NA,NA
"204",204,1996,12.85984,NA,NA,NA,NA,NA,NA,NA
"205",205,1997,14.42484,NA,NA,NA,NA,NA,NA,NA
"206",206,1997,15.43896,NA,NA,NA,NA,NA,NA,NA
"207",207,1997,15.464,NA,NA,NA,NA,NA,NA,NA
"208",208,1997,14.56256,NA,NA,NA,NA,NA,NA,NA
"209",209,1997,13.18536,NA,NA,NA,NA,NA,NA,NA
"210",210,1997,11.74556,11.69,NA,NA,NA,NA,NA,NA
"211",211,1997,9.40432,NA,NA,NA,NA,NA,NA,NA
"212",212,1997,7.28844,NA,NA,NA,NA,NA,NA,NA
"213",213,1997,6.68748,NA,NA,NA,NA,NA,NA,NA
"214",214,1997,8.34012,NA,NA,NA,NA,NA,NA,NA
"215",215,1997,10.68136,NA,NA,NA,NA,NA,NA,NA
"216",216,1997,13.0852,NA,NA,NA,NA,NA,NA,NA
"217",217,1998,14.72532,NA,NA,NA,NA,NA,NA,NA
"218",218,1998,15.75196,NA,NA,NA,NA,NA,NA,NA
"219",219,1998,15.60172,NA,NA,NA,NA,NA,NA,NA
"220",220,1998,14.88808,NA,NA,NA,NA,NA,NA,NA
"221",221,1998,13.586,NA,NA,NA,NA,NA,NA,NA
"222",222,1998,11.708,11.78,NA,NA,NA,NA,NA,NA
"223",223,1998,9.41684,NA,NA,NA,NA,NA,NA,NA
"224",224,1998,7.5138,NA,NA,NA,NA,NA,NA,NA
"225",225,1998,6.53724,NA,NA,NA,NA,NA,NA,NA
"226",226,1998,8.4528,NA,NA,NA,NA,NA,NA,NA
"227",227,1998,10.44348,NA,NA,NA,NA,NA,NA,NA
"228",228,1998,12.75968,NA,NA,NA,NA,NA,NA,NA
"229",229,1999,14.36224,NA,NA,NA,NA,NA,NA,NA
"230",230,1999,15.31376,NA,NA,NA,NA,NA,NA,NA
"231",231,1999,15.4014,NA,NA,NA,NA,NA,NA,NA
"232",232,1999,15.07588,NA,NA,NA,NA,NA,NA,NA
"233",233,1999,13.74876,NA,NA,NA,NA,NA,NA,NA
"234",234,1999,11.78312,11.71,NA,NA,NA,NA,NA,NA
"235",235,1999,9.49196,NA,NA,NA,NA,NA,NA,NA
"236",236,1999,7.22584,NA,NA,NA,NA,NA,NA,NA
"237",237,1999,6.12408,NA,NA,NA,NA,NA,NA,NA
"238",238,1999,8.60304,NA,NA,NA,NA,NA,NA,NA
"239",239,1999,10.79404,NA,NA,NA,NA,NA,NA,NA
"240",240,1999,12.63448,NA,NA,NA,NA,NA,NA,NA
"241",241,2000,14.22452,NA,NA,NA,NA,NA,NA,NA
"242",242,2000,15.13848,NA,NA,NA,NA,NA,NA,NA
"243",243,2000,15.22612,NA,NA,NA,NA,NA,NA,NA
"244",244,2000,14.56256,NA,NA,NA,NA,NA,NA,NA
"245",245,2000,13.1478,NA,NA,NA,NA,NA,NA,NA
"246",246,2000,11.67044,11.52,NA,NA,NA,NA,NA,NA
"247",247,2000,9.50448,NA,NA,NA,NA,NA,NA,NA
"248",248,2000,7.17576,NA,NA,NA,NA,NA,NA,NA
"249",249,2000,6.24928,NA,NA,NA,NA,NA,NA,NA
"250",250,2000,8.37768,NA,NA,NA,NA,NA,NA,NA
"251",251,2000,10.31828,NA,NA,NA,NA,NA,NA,NA
"252",252,2000,12.63448,NA,NA,NA,NA,NA,NA,NA
"253",253,2001,14.19948,NA,NA,NA,NA,NA,NA,NA
"254",254,2001,15.2136,NA,NA,NA,NA,NA,NA,NA
"255",255,2001,15.51408,NA,NA,NA,NA,NA,NA,NA
"256",256,2001,14.86304,NA,NA,NA,NA,NA,NA,NA
"257",257,2001,13.51088,NA,NA,NA,NA,NA,NA,NA
"258",258,2001,11.4576,11.62,NA,NA,NA,NA,NA,NA
"259",259,2001,9.06628,NA,NA,NA,NA,NA,NA,NA
"260",260,2001,7.46372,NA,NA,NA,NA,NA,NA,NA
"261",261,2001,6.72504,NA,NA,NA,NA,NA,NA,NA
"262",262,2001,8.30256,NA,NA,NA,NA,NA,NA,NA
"263",263,2001,10.65632,NA,NA,NA,NA,NA,NA,NA
"264",264,2001,12.48424,NA,NA,NA,NA,NA,NA,NA
"265",265,2002,14.2746,NA,NA,NA,NA,NA,NA,NA
"266",266,2002,15.3388,NA,NA,NA,NA,NA,NA,NA
"267",267,2002,15.35132,NA,NA,NA,NA,NA,NA,NA
"268",268,2002,14.29964,NA,NA,NA,NA,NA,NA,NA
"269",269,2002,12.97252,NA,NA,NA,NA,NA,NA,NA
"270",270,2002,11.5828,11.39,NA,NA,NA,NA,NA,NA
"271",271,2002,9.2666,NA,NA,NA,NA,NA,NA,NA
"272",272,2002,6.59984,NA,NA,NA,NA,NA,NA,NA
"273",273,2002,5.83612,NA,NA,NA,NA,NA,NA,NA
"274",274,2002,8.16484,NA,NA,NA,NA,NA,NA,NA
"275",275,2002,10.34332,NA,NA,NA,NA,NA,NA,NA
"276",276,2002,12.60944,NA,NA,NA,NA,NA,NA,NA
"277",277,2003,14.38728,NA,NA,NA,NA,NA,NA,NA
"278",278,2003,15.18856,NA,NA,NA,NA,NA,NA,NA
"279",279,2003,15.47652,NA,NA,NA,NA,NA,NA,NA
"280",280,2003,14.51248,NA,NA,NA,NA,NA,NA,NA
"281",281,2003,13.0226,NA,NA,NA,NA,NA,NA,NA
"282",282,2003,11.59532,11.41,NA,NA,NA,NA,NA,NA
"283",283,2003,9.204,NA,NA,NA,NA,NA,NA,NA
"284",284,2003,6.93788,NA,NA,NA,NA,NA,NA,NA
"285",285,2003,6.12408,NA,NA,NA,NA,NA,NA,NA
"286",286,2003,7.85184,NA,NA,NA,NA,NA,NA,NA
"287",287,2003,10.13048,NA,NA,NA,NA,NA,NA,NA
"288",288,2003,12.5844,NA,NA,NA,NA,NA,NA,NA
"289",289,2004,14.0242,NA,NA,NA,NA,NA,NA,NA
"290",290,2004,14.91312,NA,NA,NA,NA,NA,NA,NA
"291",291,2004,14.98824,NA,NA,NA,NA,NA,NA,NA
"292",292,2004,13.98664,NA,NA,NA,NA,NA,NA,NA
"293",293,2004,12.55936,NA,NA,NA,NA,NA,NA,NA
"294",294,2004,11.44508,11.25,NA,NA,NA,NA,NA,NA
"295",295,2004,9.42936,NA,NA,NA,NA,NA,NA,NA
"296",296,2004,6.85024,NA,NA,NA,NA,NA,NA,NA
"297",297,2004,5.97384,NA,NA,NA,NA,NA,NA,NA
"298",298,2004,7.92696,NA,NA,NA,NA,NA,NA,NA
"299",299,2004,10.34332,NA,NA,NA,NA,NA,NA,NA
"300",300,2004,12.54684,NA,NA,NA,NA,NA,NA,NA
"301",301,2005,13.66112,NA,NA,NA,NA,NA,NA,NA
"302",302,2005,14.37476,NA,NA,NA,NA,NA,NA,NA
"303",303,2005,14.68776,NA,NA,NA,NA,NA,NA,NA
"304",304,2005,14.0868,NA,NA,NA,NA,NA,NA,NA
"305",305,2005,12.90992,NA,NA,NA,NA,NA,NA,NA
"306",306,2005,11.15712,10.93,NA,NA,NA,NA,NA,NA
"307",307,2005,8.65312,NA,NA,NA,NA,NA,NA,NA
"308",308,2005,6.29936,NA,NA,NA,NA,NA,NA,NA
"309",309,2005,5.49808,NA,NA,NA,NA,NA,NA,NA
"310",310,2005,7.35104,NA,NA,NA,NA,NA,NA,NA
"311",311,2005,10.21812,NA,NA,NA,NA,NA,NA,NA
"312",312,2005,12.23384,NA,NA,NA,NA,NA,NA,NA
"313",313,2006,13.47332,NA,NA,NA,NA,NA,NA,NA
"314",314,2006,14.32468,NA,NA,NA,NA,NA,NA,NA
"315",315,2006,14.42484,NA,NA,NA,NA,NA,NA,NA
"316",316,2006,13.91152,NA,NA,NA,NA,NA,NA,NA
"317",317,2006,12.5218,NA,NA,NA,NA,NA,NA,NA
"318",318,2006,10.91924,10.8,NA,NA,NA,NA,NA,NA
"319",319,2006,8.46532,NA,NA,NA,NA,NA,NA,NA
"320",320,2006,6.49968,NA,NA,NA,NA,NA,NA,NA
"321",321,2006,5.86116,NA,NA,NA,NA,NA,NA,NA
"322",322,2006,7.53884,NA,NA,NA,NA,NA,NA,NA
"323",323,2006,9.65472,NA,NA,NA,NA,NA,NA,NA
"324",324,2006,11.94588,NA,NA,NA,NA,NA,NA,NA
"325",325,2007,13.69868,NA,NA,NA,NA,NA,NA,NA
"326",326,2007,14.51248,NA,NA,NA,NA,NA,NA,NA
"327",327,2007,14.53752,NA,NA,NA,NA,NA,NA,NA
"328",328,2007,13.84892,NA,NA,NA,NA,NA,NA,NA
"329",329,2007,12.78472,NA,NA,NA,NA,NA,NA,NA
"330",330,2007,11.21972,10.5,NA,NA,NA,NA,NA,NA
"331",331,2007,7.93948,NA,NA,NA,NA,NA,NA,NA
"332",332,2007,5.33532,NA,NA,NA,NA,NA,NA,NA
"333",333,2007,4.27112,NA,NA,NA,NA,NA,NA,NA
"334",334,2007,6.03644,NA,NA,NA,NA,NA,NA,NA
"335",335,2007,9.75488,NA,NA,NA,NA,NA,NA,NA
"336",336,2007,12.03352,NA,NA,NA,NA,NA,NA,NA
"337",337,2008,13.88648,NA,NA,NA,NA,NA,NA,NA
"338",338,2008,14.95068,NA,NA,NA,NA,NA,NA,NA
"339",339,2008,15.17604,NA,NA,NA,NA,NA,NA,NA
"340",340,2008,14.34972,NA,NA,NA,NA,NA,NA,NA
"341",341,2008,12.97252,NA,NA,NA,NA,NA,NA,NA
"342",342,2008,11.2072,10.99,NA,NA,NA,NA,NA,NA
"343",343,2008,8.67816,NA,NA,NA,NA,NA,NA,NA
"344",344,2008,5.91124,NA,NA,NA,NA,NA,NA,NA
"345",345,2008,4.68428,NA,NA,NA,NA,NA,NA,NA
"346",346,2008,7.35104,NA,NA,NA,NA,NA,NA,NA
"347",347,2008,10.34332,NA,NA,NA,NA,NA,NA,NA
"348",348,2008,12.35904,NA,NA,NA,NA,NA,NA,NA
"349",349,2009,13.91152,NA,NA,NA,NA,NA,NA,NA
"350",350,2009,14.81296,NA,NA,NA,NA,NA,NA,NA
"351",351,2009,14.97572,NA,NA,NA,NA,NA,NA,NA
"352",352,2009,14.49996,NA,NA,NA,NA,NA,NA,NA
"353",353,2009,13.18536,NA,NA,NA,NA,NA,NA,NA
"354",354,2009,11.31988,10.95,NA,NA,NA,NA,NA,NA
"355",355,2009,8.46532,NA,NA,NA,NA,NA,NA,NA
